"valor","unidad","vigenciadesde","vigenciahasta"
"3440.83","COP","2026-07-01T00:00:00.000","2026-07-01T00:00:00.000"
"3443.59","COP","2026-06-27T00:00:00.000","2026-06-30T00:00:00.000"
"3433.71","COP","2026-06-26T00:00:00.000","2026-06-26T00:00:00.000"
"3428.32","COP","2026-06-25T00:00:00.000","2026-06-25T00:00:00.000"
"3425.95","COP","2026-06-24T00:00:00.000","2026-06-24T00:00:00.000"
"3406.14","COP","2026-06-23T00:00:00.000","2026-06-23T00:00:00.000"
"3459.53","COP","2026-06-19T00:00:00.000","2026-06-22T00:00:00.000"
"3439.91","COP","2026-06-18T00:00:00.000","2026-06-18T00:00:00.000"
"3427.07","COP","2026-06-17T00:00:00.000","2026-06-17T00:00:00.000"
"3475.72","COP","2026-06-13T00:00:00.000","2026-06-16T00:00:00.000"
"3513.54","COP","2026-06-12T00:00:00.000","2026-06-12T00:00:00.000"
"3567.11","COP","2026-06-11T00:00:00.000","2026-06-11T00:00:00.000"
"3581.46","COP","2026-06-10T00:00:00.000","2026-06-10T00:00:00.000"
"3588.09","COP","2026-06-06T00:00:00.000","2026-06-09T00:00:00.000"
"3565.32","COP","2026-06-05T00:00:00.000","2026-06-05T00:00:00.000"
"3572.85","COP","2026-06-04T00:00:00.000","2026-06-04T00:00:00.000"
"3562.0","COP","2026-06-03T00:00:00.000","2026-06-03T00:00:00.000"
"3560.24","COP","2026-06-02T00:00:00.000","2026-06-02T00:00:00.000"
"3678.15","COP","2026-05-30T00:00:00.000","2026-06-01T00:00:00.000"
"3646.58","COP","2026-05-29T00:00:00.000","2026-05-29T00:00:00.000"
"3631.57","COP","2026-05-28T00:00:00.000","2026-05-28T00:00:00.000"
"3644.47","COP","2026-05-27T00:00:00.000","2026-05-27T00:00:00.000"
"3667.06","COP","2026-05-23T00:00:00.000","2026-05-26T00:00:00.000"
"3701.37","COP","2026-05-22T00:00:00.000","2026-05-22T00:00:00.000"
"3730.49","COP","2026-05-21T00:00:00.000","2026-05-21T00:00:00.000"
"3796.87","COP","2026-05-20T00:00:00.000","2026-05-20T00:00:00.000"
"3796.78","COP","2026-05-16T00:00:00.000","2026-05-19T00:00:00.000"
"3784.7","COP","2026-05-15T00:00:00.000","2026-05-15T00:00:00.000"
"3794.91","COP","2026-05-14T00:00:00.000","2026-05-14T00:00:00.000"
"3775.07","COP","2026-05-13T00:00:00.000","2026-05-13T00:00:00.000"
"3759.0","COP","2026-05-12T00:00:00.000","2026-05-12T00:00:00.000"
"3747.1","COP","2026-05-09T00:00:00.000","2026-05-11T00:00:00.000"
"3729.27","COP","2026-05-08T00:00:00.000","2026-05-08T00:00:00.000"
"3706.44","COP","2026-05-07T00:00:00.000","2026-05-07T00:00:00.000"
"3723.33","COP","2026-05-06T00:00:00.000","2026-05-06T00:00:00.000"
"3707.58","COP","2026-05-05T00:00:00.000","2026-05-05T00:00:00.000"
"3637.51","COP","2026-05-01T00:00:00.000","2026-05-04T00:00:00.000"
"3621.86","COP","2026-04-30T00:00:00.000","2026-04-30T00:00:00.000"
"3633.76","COP","2026-04-29T00:00:00.000","2026-04-29T00:00:00.000"
"3593.17","COP","2026-04-28T00:00:00.000","2026-04-28T00:00:00.000"
"3551.17","COP","2026-04-25T00:00:00.000","2026-04-27T00:00:00.000"
"3560.62","COP","2026-04-24T00:00:00.000","2026-04-24T00:00:00.000"
"3568.88","COP","2026-04-23T00:00:00.000","2026-04-23T00:00:00.000"
"3576.05","COP","2026-04-22T00:00:00.000","2026-04-22T00:00:00.000"
"3573.3","COP","2026-04-21T00:00:00.000","2026-04-21T00:00:00.000"
"3593.14","COP","2026-04-18T00:00:00.000","2026-04-20T00:00:00.000"
"3615.1","COP","2026-04-17T00:00:00.000","2026-04-17T00:00:00.000"
"3603.19","COP","2026-04-16T00:00:00.000","2026-04-16T00:00:00.000"
"3578.82","COP","2026-04-15T00:00:00.000","2026-04-15T00:00:00.000"
"3608.1","COP","2026-04-14T00:00:00.000","2026-04-14T00:00:00.000"
"3631.49","COP","2026-04-11T00:00:00.000","2026-04-13T00:00:00.000"
"3642.93","COP","2026-04-10T00:00:00.000","2026-04-10T00:00:00.000"
"3640.63","COP","2026-04-09T00:00:00.000","2026-04-09T00:00:00.000"
"3678.19","COP","2026-04-08T00:00:00.000","2026-04-08T00:00:00.000"
"3664.41","COP","2026-04-07T00:00:00.000","2026-04-07T00:00:00.000"
"3675.81","COP","2026-04-02T00:00:00.000","2026-04-06T00:00:00.000"
"3660.1","COP","2026-04-01T00:00:00.000","2026-04-01T00:00:00.000"
"3669.96","COP","2026-03-31T00:00:00.000","2026-03-31T00:00:00.000"
"3668.89","COP","2026-03-28T00:00:00.000","2026-03-30T00:00:00.000"
"3675.29","COP","2026-03-27T00:00:00.000","2026-03-27T00:00:00.000"
"3688.46","COP","2026-03-26T00:00:00.000","2026-03-26T00:00:00.000"
"3700.67","COP","2026-03-25T00:00:00.000","2026-03-25T00:00:00.000"
"3704.87","COP","2026-03-21T00:00:00.000","2026-03-24T00:00:00.000"
"3692.48","COP","2026-03-20T00:00:00.000","2026-03-20T00:00:00.000"
"3704.17","COP","2026-03-19T00:00:00.000","2026-03-19T00:00:00.000"
"3689.97","COP","2026-03-18T00:00:00.000","2026-03-18T00:00:00.000"
"3691.9","COP","2026-03-17T00:00:00.000","2026-03-17T00:00:00.000"
"3685.53","COP","2026-03-14T00:00:00.000","2026-03-16T00:00:00.000"
"3700.46","COP","2026-03-13T00:00:00.000","2026-03-13T00:00:00.000"
"3687.87","COP","2026-03-12T00:00:00.000","2026-03-12T00:00:00.000"
"3710.5","COP","2026-03-11T00:00:00.000","2026-03-11T00:00:00.000"
"3744.84","COP","2026-03-10T00:00:00.000","2026-03-10T00:00:00.000"
"3795.55","COP","2026-03-07T00:00:00.000","2026-03-09T00:00:00.000"
"3767.94","COP","2026-03-06T00:00:00.000","2026-03-06T00:00:00.000"
"3751.41","COP","2026-03-05T00:00:00.000","2026-03-05T00:00:00.000"
"3797.64","COP","2026-03-04T00:00:00.000","2026-03-04T00:00:00.000"
"3768.73","COP","2026-03-03T00:00:00.000","2026-03-03T00:00:00.000"
"3766.3","COP","2026-02-28T00:00:00.000","2026-03-02T00:00:00.000"
"3745.78","COP","2026-02-27T00:00:00.000","2026-02-27T00:00:00.000"
"3703.69","COP","2026-02-26T00:00:00.000","2026-02-26T00:00:00.000"
"3703.28","COP","2026-02-25T00:00:00.000","2026-02-25T00:00:00.000"
"3697.36","COP","2026-02-24T00:00:00.000","2026-02-24T00:00:00.000"
"3691.34","COP","2026-02-21T00:00:00.000","2026-02-23T00:00:00.000"
"3695.72","COP","2026-02-20T00:00:00.000","2026-02-20T00:00:00.000"
"3669.21","COP","2026-02-19T00:00:00.000","2026-02-19T00:00:00.000"
"3664.26","COP","2026-02-18T00:00:00.000","2026-02-18T00:00:00.000"
"3652.89","COP","2026-02-14T00:00:00.000","2026-02-17T00:00:00.000"
"3665.78","COP","2026-02-13T00:00:00.000","2026-02-13T00:00:00.000"
"3671.01","COP","2026-02-12T00:00:00.000","2026-02-12T00:00:00.000"
"3659.71","COP","2026-02-11T00:00:00.000","2026-02-11T00:00:00.000"
"3651.9","COP","2026-02-10T00:00:00.000","2026-02-10T00:00:00.000"
"3670.2","COP","2026-02-07T00:00:00.000","2026-02-09T00:00:00.000"
"3691.75","COP","2026-02-06T00:00:00.000","2026-02-06T00:00:00.000"
"3644.93","COP","2026-02-05T00:00:00.000","2026-02-05T00:00:00.000"
"3622.0","COP","2026-02-04T00:00:00.000","2026-02-04T00:00:00.000"
"3628.16","COP","2026-02-03T00:00:00.000","2026-02-03T00:00:00.000"
"3670.47","COP","2026-01-31T00:00:00.000","2026-02-02T00:00:00.000"
"3661.29","COP","2026-01-30T00:00:00.000","2026-01-30T00:00:00.000"
"3665.97","COP","2026-01-29T00:00:00.000","2026-01-29T00:00:00.000"
"3678.59","COP","2026-01-28T00:00:00.000","2026-01-28T00:00:00.000"
"3676.02","COP","2026-01-27T00:00:00.000","2026-01-27T00:00:00.000"
"3637.88","COP","2026-01-24T00:00:00.000","2026-01-26T00:00:00.000"
"3630.33","COP","2026-01-23T00:00:00.000","2026-01-23T00:00:00.000"
"3669.15","COP","2026-01-22T00:00:00.000","2026-01-22T00:00:00.000"
"3682.97","COP","2026-01-21T00:00:00.000","2026-01-21T00:00:00.000"
"3700.05","COP","2026-01-17T00:00:00.000","2026-01-20T00:00:00.000"
"3687.32","COP","2026-01-16T00:00:00.000","2026-01-16T00:00:00.000"
"3655.16","COP","2026-01-15T00:00:00.000","2026-01-15T00:00:00.000"
"3663.24","COP","2026-01-14T00:00:00.000","2026-01-14T00:00:00.000"
"3717.09","COP","2026-01-10T00:00:00.000","2026-01-13T00:00:00.000"
"3734.67","COP","2026-01-09T00:00:00.000","2026-01-09T00:00:00.000"
"3748.83","COP","2026-01-08T00:00:00.000","2026-01-08T00:00:00.000"
"3730.26","COP","2026-01-07T00:00:00.000","2026-01-07T00:00:00.000"
"3770.03","COP","2026-01-06T00:00:00.000","2026-01-06T00:00:00.000"
"3790.77","COP","2026-01-03T00:00:00.000","2026-01-05T00:00:00.000"
"3757.08","COP","2025-12-31T00:00:00.000","2026-01-02T00:00:00.000"
"3706.97","COP","2025-12-30T00:00:00.000","2025-12-30T00:00:00.000"
"3716.05","COP","2025-12-27T00:00:00.000","2025-12-29T00:00:00.000"
"3706.94","COP","2025-12-25T00:00:00.000","2025-12-26T00:00:00.000"
"3759.48","COP","2025-12-24T00:00:00.000","2025-12-24T00:00:00.000"
"3792.59","COP","2025-12-23T00:00:00.000","2025-12-23T00:00:00.000"
"3817.93","COP","2025-12-20T00:00:00.000","2025-12-22T00:00:00.000"
"3874.71","COP","2025-12-19T00:00:00.000","2025-12-19T00:00:00.000"
"3866.77","COP","2025-12-18T00:00:00.000","2025-12-18T00:00:00.000"
"3847.1","COP","2025-12-17T00:00:00.000","2025-12-17T00:00:00.000"
"3817.59","COP","2025-12-16T00:00:00.000","2025-12-16T00:00:00.000"
"3788.53","COP","2025-12-13T00:00:00.000","2025-12-15T00:00:00.000"
"3810.99","COP","2025-12-12T00:00:00.000","2025-12-12T00:00:00.000"
"3854.28","COP","2025-12-11T00:00:00.000","2025-12-11T00:00:00.000"
"3861.34","COP","2025-12-10T00:00:00.000","2025-12-10T00:00:00.000"
"3830.02","COP","2025-12-06T00:00:00.000","2025-12-09T00:00:00.000"
"3757.92","COP","2025-12-05T00:00:00.000","2025-12-05T00:00:00.000"
"3780.8","COP","2025-12-04T00:00:00.000","2025-12-04T00:00:00.000"
"3817.66","COP","2025-12-03T00:00:00.000","2025-12-03T00:00:00.000"
"3784.43","COP","2025-12-02T00:00:00.000","2025-12-02T00:00:00.000"
"3744.43","COP","2025-11-29T00:00:00.000","2025-12-01T00:00:00.000"
"3773.6","COP","2025-11-27T00:00:00.000","2025-11-28T00:00:00.000"
"3806.16","COP","2025-11-26T00:00:00.000","2025-11-26T00:00:00.000"
"3804.09","COP","2025-11-25T00:00:00.000","2025-11-25T00:00:00.000"
"3808.77","COP","2025-11-22T00:00:00.000","2025-11-24T00:00:00.000"
"3741.27","COP","2025-11-21T00:00:00.000","2025-11-21T00:00:00.000"
"3716.73","COP","2025-11-20T00:00:00.000","2025-11-20T00:00:00.000"
"3737.55","COP","2025-11-19T00:00:00.000","2025-11-19T00:00:00.000"
"3764.77","COP","2025-11-15T00:00:00.000","2025-11-18T00:00:00.000"
"3719.6","COP","2025-11-14T00:00:00.000","2025-11-14T00:00:00.000"
"3719.71","COP","2025-11-13T00:00:00.000","2025-11-13T00:00:00.000"
"3760.93","COP","2025-11-11T00:00:00.000","2025-11-12T00:00:00.000"
"3779.2","COP","2025-11-08T00:00:00.000","2025-11-10T00:00:00.000"
"3807.06","COP","2025-11-07T00:00:00.000","2025-11-07T00:00:00.000"
"3839.47","COP","2025-11-06T00:00:00.000","2025-11-06T00:00:00.000"
"3872.47","COP","2025-11-05T00:00:00.000","2025-11-05T00:00:00.000"
"3860.12","COP","2025-11-01T00:00:00.000","2025-11-04T00:00:00.000"
"3870.42","COP","2025-10-31T00:00:00.000","2025-10-31T00:00:00.000"
"3885.29","COP","2025-10-30T00:00:00.000","2025-10-30T00:00:00.000"
"3874.84","COP","2025-10-29T00:00:00.000","2025-10-29T00:00:00.000"
"3844.2","COP","2025-10-28T00:00:00.000","2025-10-28T00:00:00.000"
"3858.63","COP","2025-10-25T00:00:00.000","2025-10-27T00:00:00.000"
"3888.76","COP","2025-10-24T00:00:00.000","2025-10-24T00:00:00.000"
"3900.82","COP","2025-10-23T00:00:00.000","2025-10-23T00:00:00.000"
"3876.6","COP","2025-10-22T00:00:00.000","2025-10-22T00:00:00.000"
"3877.26","COP","2025-10-21T00:00:00.000","2025-10-21T00:00:00.000"
"3808.12","COP","2025-10-18T00:00:00.000","2025-10-20T00:00:00.000"
"3877.07","COP","2025-10-17T00:00:00.000","2025-10-17T00:00:00.000"
"3902.16","COP","2025-10-16T00:00:00.000","2025-10-16T00:00:00.000"
"3933.31","COP","2025-10-15T00:00:00.000","2025-10-15T00:00:00.000"
"3913.24","COP","2025-10-11T00:00:00.000","2025-10-14T00:00:00.000"
"3894.99","COP","2025-10-10T00:00:00.000","2025-10-10T00:00:00.000"
"3879.8","COP","2025-10-09T00:00:00.000","2025-10-09T00:00:00.000"
"3867.54","COP","2025-10-08T00:00:00.000","2025-10-08T00:00:00.000"
"3853.19","COP","2025-10-07T00:00:00.000","2025-10-07T00:00:00.000"
"3874.18","COP","2025-10-04T00:00:00.000","2025-10-06T00:00:00.000"
"3897.64","COP","2025-10-03T00:00:00.000","2025-10-03T00:00:00.000"
"3890.0","COP","2025-10-02T00:00:00.000","2025-10-02T00:00:00.000"
"3923.55","COP","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000"
"3901.29","COP","2025-09-30T00:00:00.000","2025-09-30T00:00:00.000"
"3908.12","COP","2025-09-27T00:00:00.000","2025-09-29T00:00:00.000"
"3898.87","COP","2025-09-26T00:00:00.000","2025-09-26T00:00:00.000"
"3881.26","COP","2025-09-25T00:00:00.000","2025-09-25T00:00:00.000"
"3844.47","COP","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000"
"3852.16","COP","2025-09-23T00:00:00.000","2025-09-23T00:00:00.000"
"3891.19","COP","2025-09-20T00:00:00.000","2025-09-22T00:00:00.000"
"3892.45","COP","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000"
"3880.01","COP","2025-09-18T00:00:00.000","2025-09-18T00:00:00.000"
"3881.92","COP","2025-09-17T00:00:00.000","2025-09-17T00:00:00.000"
"3897.57","COP","2025-09-16T00:00:00.000","2025-09-16T00:00:00.000"
"3906.24","COP","2025-09-13T00:00:00.000","2025-09-15T00:00:00.000"
"3903.18","COP","2025-09-12T00:00:00.000","2025-09-12T00:00:00.000"
"3921.58","COP","2025-09-11T00:00:00.000","2025-09-11T00:00:00.000"
"3919.13","COP","2025-09-10T00:00:00.000","2025-09-10T00:00:00.000"
"3945.29","COP","2025-09-09T00:00:00.000","2025-09-09T00:00:00.000"
"3960.94","COP","2025-09-06T00:00:00.000","2025-09-08T00:00:00.000"
"3991.09","COP","2025-09-05T00:00:00.000","2025-09-05T00:00:00.000"
"4002.86","COP","2025-09-04T00:00:00.000","2025-09-04T00:00:00.000"
"4016.94","COP","2025-09-03T00:00:00.000","2025-09-03T00:00:00.000"
"4018.41","COP","2025-08-30T00:00:00.000","2025-09-02T00:00:00.000"
"4019.09","COP","2025-08-29T00:00:00.000","2025-08-29T00:00:00.000"
"4051.97","COP","2025-08-28T00:00:00.000","2025-08-28T00:00:00.000"
"4044.51","COP","2025-08-27T00:00:00.000","2025-08-27T00:00:00.000"
"4017.44","COP","2025-08-26T00:00:00.000","2025-08-26T00:00:00.000"
"4008.7","COP","2025-08-23T00:00:00.000","2025-08-25T00:00:00.000"
"4034.18","COP","2025-08-22T00:00:00.000","2025-08-22T00:00:00.000"
"4025.51","COP","2025-08-21T00:00:00.000","2025-08-21T00:00:00.000"
"4036.42","COP","2025-08-20T00:00:00.000","2025-08-20T00:00:00.000"
"4019.24","COP","2025-08-16T00:00:00.000","2025-08-19T00:00:00.000"
"4048.74","COP","2025-08-15T00:00:00.000","2025-08-15T00:00:00.000"
"4020.64","COP","2025-08-14T00:00:00.000","2025-08-14T00:00:00.000"
"4017.12","COP","2025-08-13T00:00:00.000","2025-08-13T00:00:00.000"
"4045.87","COP","2025-08-12T00:00:00.000","2025-08-12T00:00:00.000"
"4034.74","COP","2025-08-09T00:00:00.000","2025-08-11T00:00:00.000"
"4049.35","COP","2025-08-07T00:00:00.000","2025-08-08T00:00:00.000"
"4093.12","COP","2025-08-06T00:00:00.000","2025-08-06T00:00:00.000"
"4097.38","COP","2025-08-05T00:00:00.000","2025-08-05T00:00:00.000"
"4129.42","COP","2025-08-02T00:00:00.000","2025-08-04T00:00:00.000"
"4186.71","COP","2025-08-01T00:00:00.000","2025-08-01T00:00:00.000"
"4179.69","COP","2025-07-31T00:00:00.000","2025-07-31T00:00:00.000"
"4154.79","COP","2025-07-30T00:00:00.000","2025-07-30T00:00:00.000"
"4170.59","COP","2025-07-29T00:00:00.000","2025-07-29T00:00:00.000"
"4110.48","COP","2025-07-26T00:00:00.000","2025-07-28T00:00:00.000"
"4063.31","COP","2025-07-25T00:00:00.000","2025-07-25T00:00:00.000"
"4052.86","COP","2025-07-24T00:00:00.000","2025-07-24T00:00:00.000"
"4061.36","COP","2025-07-23T00:00:00.000","2025-07-23T00:00:00.000"
"4026.27","COP","2025-07-22T00:00:00.000","2025-07-22T00:00:00.000"
"4000.61","COP","2025-07-19T00:00:00.000","2025-07-21T00:00:00.000"
"4016.44","COP","2025-07-18T00:00:00.000","2025-07-18T00:00:00.000"
"4031.86","COP","2025-07-17T00:00:00.000","2025-07-17T00:00:00.000"
"4015.04","COP","2025-07-16T00:00:00.000","2025-07-16T00:00:00.000"
"4011.79","COP","2025-07-15T00:00:00.000","2025-07-15T00:00:00.000"
"4003.9","COP","2025-07-12T00:00:00.000","2025-07-14T00:00:00.000"
"4013.5","COP","2025-07-11T00:00:00.000","2025-07-11T00:00:00.000"
"4026.09","COP","2025-07-10T00:00:00.000","2025-07-10T00:00:00.000"
"4054.13","COP","2025-07-09T00:00:00.000","2025-07-09T00:00:00.000"
"4022.29","COP","2025-07-08T00:00:00.000","2025-07-08T00:00:00.000"
"3974.37","COP","2025-07-04T00:00:00.000","2025-07-07T00:00:00.000"
"4006.46","COP","2025-07-03T00:00:00.000","2025-07-03T00:00:00.000"
"4047.71","COP","2025-07-02T00:00:00.000","2025-07-02T00:00:00.000"
"4069.67","COP","2025-06-28T00:00:00.000","2025-07-01T00:00:00.000"
"4042.87","COP","2025-06-27T00:00:00.000","2025-06-27T00:00:00.000"
"4067.64","COP","2025-06-26T00:00:00.000","2025-06-26T00:00:00.000"
"4081.15","COP","2025-06-25T00:00:00.000","2025-06-25T00:00:00.000"
"4080.06","COP","2025-06-21T00:00:00.000","2025-06-24T00:00:00.000"
"4076.32","COP","2025-06-19T00:00:00.000","2025-06-20T00:00:00.000"
"4098.83","COP","2025-06-18T00:00:00.000","2025-06-18T00:00:00.000"
"4096.44","COP","2025-06-17T00:00:00.000","2025-06-17T00:00:00.000"
"4147.34","COP","2025-06-14T00:00:00.000","2025-06-16T00:00:00.000"
"4169.13","COP","2025-06-13T00:00:00.000","2025-06-13T00:00:00.000"
"4190.61","COP","2025-06-12T00:00:00.000","2025-06-12T00:00:00.000"
"4190.9","COP","2025-06-11T00:00:00.000","2025-06-11T00:00:00.000"
"4138.53","COP","2025-06-10T00:00:00.000","2025-06-10T00:00:00.000"
"4138.72","COP","2025-06-07T00:00:00.000","2025-06-09T00:00:00.000"
"4097.66","COP","2025-06-06T00:00:00.000","2025-06-06T00:00:00.000"
"4107.85","COP","2025-06-05T00:00:00.000","2025-06-05T00:00:00.000"
"4136.71","COP","2025-06-04T00:00:00.000","2025-06-04T00:00:00.000"
"4148.72","COP","2025-05-31T00:00:00.000","2025-06-03T00:00:00.000"
"4106.79","COP","2025-05-30T00:00:00.000","2025-05-30T00:00:00.000"
"4126.44","COP","2025-05-29T00:00:00.000","2025-05-29T00:00:00.000"
"4128.15","COP","2025-05-28T00:00:00.000","2025-05-28T00:00:00.000"
"4165.41","COP","2025-05-24T00:00:00.000","2025-05-27T00:00:00.000"
"4176.54","COP","2025-05-23T00:00:00.000","2025-05-23T00:00:00.000"
"4169.47","COP","2025-05-22T00:00:00.000","2025-05-22T00:00:00.000"
"4172.76","COP","2025-05-21T00:00:00.000","2025-05-21T00:00:00.000"
"4168.03","COP","2025-05-20T00:00:00.000","2025-05-20T00:00:00.000"
"4194.28","COP","2025-05-17T00:00:00.000","2025-05-19T00:00:00.000"
"4196.66","COP","2025-05-16T00:00:00.000","2025-05-16T00:00:00.000"
"4194.18","COP","2025-05-15T00:00:00.000","2025-05-15T00:00:00.000"
"4204.63","COP","2025-05-14T00:00:00.000","2025-05-14T00:00:00.000"
"4218.6","COP","2025-05-13T00:00:00.000","2025-05-13T00:00:00.000"
"4239.23","COP","2025-05-10T00:00:00.000","2025-05-12T00:00:00.000"
"4260.22","COP","2025-05-09T00:00:00.000","2025-05-09T00:00:00.000"
"4306.79","COP","2025-05-08T00:00:00.000","2025-05-08T00:00:00.000"
"4305.02","COP","2025-05-07T00:00:00.000","2025-05-07T00:00:00.000"
"4283.62","COP","2025-05-06T00:00:00.000","2025-05-06T00:00:00.000"
"4243.8","COP","2025-05-03T00:00:00.000","2025-05-05T00:00:00.000"
"4222.25","COP","2025-05-01T00:00:00.000","2025-05-02T00:00:00.000"
"4198.83","COP","2025-04-30T00:00:00.000","2025-04-30T00:00:00.000"
"4227.32","COP","2025-04-29T00:00:00.000","2025-04-29T00:00:00.000"
"4239.62","COP","2025-04-26T00:00:00.000","2025-04-28T00:00:00.000"
"4274.57","COP","2025-04-25T00:00:00.000","2025-04-25T00:00:00.000"
"4298.31","COP","2025-04-24T00:00:00.000","2025-04-24T00:00:00.000"
"4283.22","COP","2025-04-23T00:00:00.000","2025-04-23T00:00:00.000"
"4272.83","COP","2025-04-22T00:00:00.000","2025-04-22T00:00:00.000"
"4306.54","COP","2025-04-17T00:00:00.000","2025-04-21T00:00:00.000"
"4329.9","COP","2025-04-16T00:00:00.000","2025-04-16T00:00:00.000"
"4286.17","COP","2025-04-15T00:00:00.000","2025-04-15T00:00:00.000"
"4338.36","COP","2025-04-12T00:00:00.000","2025-04-14T00:00:00.000"
"4351.55","COP","2025-04-11T00:00:00.000","2025-04-11T00:00:00.000"
"4416.69","COP","2025-04-10T00:00:00.000","2025-04-10T00:00:00.000"
"4387.98","COP","2025-04-09T00:00:00.000","2025-04-09T00:00:00.000"
"4374.53","COP","2025-04-08T00:00:00.000","2025-04-08T00:00:00.000"
"4274.03","COP","2025-04-05T00:00:00.000","2025-04-07T00:00:00.000"
"4130.01","COP","2025-04-04T00:00:00.000","2025-04-04T00:00:00.000"
"4146.07","COP","2025-04-03T00:00:00.000","2025-04-03T00:00:00.000"
"4149.24","COP","2025-04-02T00:00:00.000","2025-04-02T00:00:00.000"
"4191.79","COP","2025-04-01T00:00:00.000","2025-04-01T00:00:00.000"
"4192.57","COP","2025-03-29T00:00:00.000","2025-03-31T00:00:00.000"
"4152.59","COP","2025-03-28T00:00:00.000","2025-03-28T00:00:00.000"
"4131.42","COP","2025-03-27T00:00:00.000","2025-03-27T00:00:00.000"
"4107.14","COP","2025-03-26T00:00:00.000","2025-03-26T00:00:00.000"
"4168.82","COP","2025-03-22T00:00:00.000","2025-03-25T00:00:00.000"
"4187.72","COP","2025-03-21T00:00:00.000","2025-03-21T00:00:00.000"
"4143.14","COP","2025-03-20T00:00:00.000","2025-03-20T00:00:00.000"
"4126.03","COP","2025-03-19T00:00:00.000","2025-03-19T00:00:00.000"
"4076.7","COP","2025-03-18T00:00:00.000","2025-03-18T00:00:00.000"
"4102.67","COP","2025-03-15T00:00:00.000","2025-03-17T00:00:00.000"
"4114.18","COP","2025-03-14T00:00:00.000","2025-03-14T00:00:00.000"
"4110.08","COP","2025-03-13T00:00:00.000","2025-03-13T00:00:00.000"
"4152.76","COP","2025-03-12T00:00:00.000","2025-03-12T00:00:00.000"
"4161.96","COP","2025-03-11T00:00:00.000","2025-03-11T00:00:00.000"
"4116.8","COP","2025-03-08T00:00:00.000","2025-03-10T00:00:00.000"
"4104.56","COP","2025-03-07T00:00:00.000","2025-03-07T00:00:00.000"
"4125.63","COP","2025-03-06T00:00:00.000","2025-03-06T00:00:00.000"
"4144.18","COP","2025-03-05T00:00:00.000","2025-03-05T00:00:00.000"
"4116.61","COP","2025-03-04T00:00:00.000","2025-03-04T00:00:00.000"
"4134.04","COP","2025-03-01T00:00:00.000","2025-03-03T00:00:00.000"
"4120.11","COP","2025-02-28T00:00:00.000","2025-02-28T00:00:00.000"
"4123.1","COP","2025-02-27T00:00:00.000","2025-02-27T00:00:00.000"
"4126.54","COP","2025-02-26T00:00:00.000","2025-02-26T00:00:00.000"
"4112.63","COP","2025-02-25T00:00:00.000","2025-02-25T00:00:00.000"
"4073.56","COP","2025-02-22T00:00:00.000","2025-02-24T00:00:00.000"
"4077.56","COP","2025-02-21T00:00:00.000","2025-02-21T00:00:00.000"
"4098.67","COP","2025-02-20T00:00:00.000","2025-02-20T00:00:00.000"
"4111.38","COP","2025-02-19T00:00:00.000","2025-02-19T00:00:00.000"
"4100.66","COP","2025-02-15T00:00:00.000","2025-02-18T00:00:00.000"
"4161.46","COP","2025-02-14T00:00:00.000","2025-02-14T00:00:00.000"
"4165.07","COP","2025-02-13T00:00:00.000","2025-02-13T00:00:00.000"
"4153.8","COP","2025-02-12T00:00:00.000","2025-02-12T00:00:00.000"
"4132.93","COP","2025-02-11T00:00:00.000","2025-02-11T00:00:00.000"
"4113.7","COP","2025-02-08T00:00:00.000","2025-02-10T00:00:00.000"
"4150.99","COP","2025-02-07T00:00:00.000","2025-02-07T00:00:00.000"
"4180.06","COP","2025-02-06T00:00:00.000","2025-02-06T00:00:00.000"
"4153.54","COP","2025-02-05T00:00:00.000","2025-02-05T00:00:00.000"
"4198.66","COP","2025-02-04T00:00:00.000","2025-02-04T00:00:00.000"
"4183.93","COP","2025-02-01T00:00:00.000","2025-02-03T00:00:00.000"
"4170.01","COP","2025-01-31T00:00:00.000","2025-01-31T00:00:00.000"
"4195.6","COP","2025-01-30T00:00:00.000","2025-01-30T00:00:00.000"
"4219.0","COP","2025-01-29T00:00:00.000","2025-01-29T00:00:00.000"
"4220.86","COP","2025-01-28T00:00:00.000","2025-01-28T00:00:00.000"
"4188.46","COP","2025-01-25T00:00:00.000","2025-01-27T00:00:00.000"
"4245.65","COP","2025-01-24T00:00:00.000","2025-01-24T00:00:00.000"
"4278.01","COP","2025-01-23T00:00:00.000","2025-01-23T00:00:00.000"
"4307.07","COP","2025-01-22T00:00:00.000","2025-01-22T00:00:00.000"
"4344.27","COP","2025-01-18T00:00:00.000","2025-01-21T00:00:00.000"
"4338.15","COP","2025-01-17T00:00:00.000","2025-01-17T00:00:00.000"
"4294.11","COP","2025-01-16T00:00:00.000","2025-01-16T00:00:00.000"
"4300.24","COP","2025-01-15T00:00:00.000","2025-01-15T00:00:00.000"
"4331.23","COP","2025-01-14T00:00:00.000","2025-01-14T00:00:00.000"
"4343.48","COP","2025-01-11T00:00:00.000","2025-01-13T00:00:00.000"
"4321.19","COP","2025-01-10T00:00:00.000","2025-01-10T00:00:00.000"
"4347.42","COP","2025-01-09T00:00:00.000","2025-01-09T00:00:00.000"
"4342.31","COP","2025-01-08T00:00:00.000","2025-01-08T00:00:00.000"
